46,8.695652174,2.173913043,64.67,0.156626506,1,0,0,83,-1,0,0,1,0,0,0,0,0,0,0,1
2,100.0,0.0,41.0,0.0,1,0,0,0,-37,0,1,0,0,0,0,0,0,1,0,0
39,5.128205128,0.0,76.29,0.104395604,0,0,0,182,-42,0,1,0,0,0,0,0,0,0,1,0
0,0.0,0.0,56.61,0.010638298,0,0,0,188,-1,0,1,0,0,0,0,0,0,0,1,0
38,13.15789474,2.631578947,33.83,0.025,1,0,0,80,-9,0,0,0,0,0,1,0,1,0,0,0
44,18.18181818,6.818181818,44.08,0.099236641,1,0,1,393,35,0,0,0,0,1,0,0,0,0,0,1
26,11.53846154,7.692307692,31.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0.0,51.52,0.086956522,0,0,0,23,-216,0,0,0,0,1,0,0,0,0,0,1
6,66.66666667,50.0,36.95,0.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
45,2.222222222,2.222222222,62.02,0.0,1,0,0,0,-3,0,0,0,0,0,1,0,0,1,0,0
31,90.32258065,0.0,51.29,0.016759777,1,0,0,358,0,0,0,0,0,0,0,1,0,0,1,0
31,9.677419355,9.677419355,50.16,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47,25.53191489,12.76595745,142.37,0.063492063,1,0,1,63,-470,1,0,0,0,0,0,0,0,1,0,0
30,56.66666667,6.666666667,73.8,0.219512195,1,0,0,41,-1,0,0,0,0,0,0,1,0,0,1,0
38,36.84210526,0.0,30.25,0.055555556,0,0,0,36,-335,0,0,0,0,1,0,0,0,0,1,0
0,0.0,0.0,73.08,0.428571429,1,0,0,7,-1,0,0,0,0,1,0,0,0,0,1,0
28,0.0,0.0,69.27,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,83.33333333,0.0,78.13,0.0,0,0,0,0,-68,0,0,0,0,0,1,0,0,1,0,0
38,42.10526316,2.631578947,133.16,0.050808314,0,0,0,433,-63,0,0,0,0,1,0,0,0,1,0,0
46,8.695652174,6.52173913,51.73,0.0,1,0,0,0,-36,0,0,1,0,0,0,0,1,0,0,0
29,10.34482759,3.448275862,40.02,0.0,1,0,0,0,-45,0,1,0,0,0,0,0,0,0,1,0
45,0.0,0.0,77.2,0.0,0,0,0,0,-4,0,0,0,0,0,0,1,0,0,1,0
42,0.0,0.0,60.0,0.0,0,0,0,0,-111,0,0,0,0,1,0,0,0,0,0,1
47,17.0212766,8.510638298,56.6,0.044136192,1,0,0,793,-32,0,0,0,0,1,0,0,0,1,0,0
48,2.083333333,2.083333333,222.17,0.02359882,0,0,0,678,0,0,1,0,0,0,0,0,0,0,1,0
42,4.761904762,0.0,84.88,0.0,0,0,0,0,-12,0,0,0,0,0,1,0,0,0,0,1
15,80.0,20.0,39.94,0.061320755,0,1,0,212,-24,1,0,0,0,0,0,0,0,1,0,0
28,46.42857143,10.71428571,47.92,0.142857143,1,0,0,14,-22,0,1,0,0,0,0,0,0,1,0,0
38,2.631578947,2.631578947,29.0,0.0,1,0,0,0,-25,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0.0,50.78,0.0,0,0,0,0,-2,0,0,0,0,0,1,0,0,0,1,0
0,0.0,0.0,52.27,0.1875,0,0,0,16,-5,0,1,0,0,0,0,0,0,0,1,0
0,0.0,0.0,75.75,0.064516129,1,0,0,31,-2,0,0,0,0,1,0,0,0,0,0,1
24,54.16666667,8.333333333,54.35,0.153846154,1,0,0,13,-19,0,1,0,0,0,0,0,0,0,0,1
36,58.33333333,0.0,30.36,0.0,0,0,0,0,-7,0,0,0,0,0,0,1,0,1,0,0
45,0.0,0.0,55.28,0.09375,0,0,0,32,-934,0,0,0,0,0,1,0,0,0,1,0
5,40.0,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0.0,0.0,51.44,0.044444444,0,0,0,45,-268,0,1,0,0,0,0,0,0,0,1,0
49,28.57142857,8.163265306,131.31,0.107142857,1,0,1,28,-54,0,1,0,0,0,0,0,0,0,0,1
26,15.38461538,0.0,36.95,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36,0.0,0.0,40.02,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8,100.0,12.5,31.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6,50.0,16.66666667,45.6,0.0,0,0,0,0,-54,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0.0,40.25,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
46,0.0,0.0,80.66,0.0,1,0,0,0,-183,0,0,0,0,1,0,0,1,0,0,0
53,3.773584906,1.886792453,122.06,0.009313155,0,0,0,859,-4,0,0,0,0,1,0,0,0,0,1,0
37,32.43243243,2.702702703,40.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,20.0,4.444444444,23.12,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
21,100.0,9.523809524,46.99,0.0,1,0,0,0,-7,0,1,0,0,0,0,0,0,0,0,1
12,66.66666667,0.0,35.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16,0.0,0.0,2.75,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
18,38.88888889,0.0,29.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40,40.0,27.5,73.15,0.056074766,1,0,0,107,0,0,1,0,0,0,0,0,0,1,0,0
35,0.0,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33,72.72727273,6.060606061,69.98,0.0,1,0,0,0,-18,0,0,0,0,0,0,1,0,0,0,1
38,10.52631579,0.0,40.02,0.0,1,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0
16,0.0,0.0,64.15,0.0,0,0,0,0,-8,0,0,0,0,0,0,1,0,1,0,0
7,85.71428571,14.28571429,148.31,0.25,1,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0
38,0.0,0.0,126.01,0.117647059,0,0,0,34,39,0,0,0,1,0,0,0,0,0,0,1
44,9.090909091,0.0,84.22,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0.0,0.0,69.34,0.0,0,0,0,0,-63,0,0,0,0,0,1,0,0,1,0,0
16,0.0,0.0,35.28,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
42,52.38095238,4.761904762,111.24,0.023094688,0,0,0,866,-84,1,0,0,0,0,0,0,0,0,1,0
0,0.0,0.0,25.89,0.0,0,0,0,0,-9,0,0,0,0,1,0,0,0,0,1,0
0,0.0,0.0,94.82,0.117647059,0,0,0,34,-33,1,0,0,0,0,0,0,0,0,1,0
45,0.0,0.0,52.28,0.0,0,0,0,0,-10,0,0,0,0,1,0,0,1,0,0,0
31,3.225806452,3.225806452,40.2,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21,52.38095238,28.57142857,24.62,0.285714286,1,1,1,14,0,0,0,0,0,0,1,0,0,0,0,1
43,20.93023256,2.325581395,62.94,0.026143791,0,0,0,765,0,0,0,0,0,0,0,1,0,0,1,0
36,0.0,0.0,55.74,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0.0,0.0,40.02,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,20.0,0.0,96.2,0.012121212,0,0,0,165,-8,0,0,0,1,0,0,0,0,0,0,1
16,0.0,0.0,71.75,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21,23.80952381,9.523809524,31.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
58,8.620689655,6.896551724,106.88,0.073732719,1,0,1,217,-1,0,1,0,0,0,0,0,0,0,0,1
0,0.0,0.0,55.36,0.147058824,0,0,0,34,39,0,0,0,1,0,0,0,0,0,0,1
41,97.56097561,12.19512195,51.37,0.025,0,0,0,280,-201,0,1,0,0,0,0,0,0,0,0,1
43,32.55813953,16.27906977,48.87,0.056074766,0,1,0,107,-214,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0.0,73.93,0.008928571,0,0,0,336,0,0,0,0,0,0,1,0,0,0,1,0
26,3.846153846,0.0,40.02,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
46,4.347826087,0.0,53.07,0.130434783,1,0,0,23,0,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0.0,42.16,0.008695652,0,0,0,345,0,0,1,0,0,0,0,0,0,0,1,0
52,11.53846154,7.692307692,38.02,0.041666667,1,1,0,72,-5,1,0,0,0,0,0,0,0,1,0,0
4,75.0,0.0,40.02,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32,6.25,0.0,40.02,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
21,14.28571429,4.761904762,59.5,0.0,1,1,0,0,-4,0,0,0,0,0,0,1,0,0,1,0
